UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
134237,"R",196511116,"R",112673439,"R",83837677,"R",196511116,"R",376958935,"R",249831550,"R",0,"R",127127385,"R",-112261530,"R",68971822,"R",0,"R",83837677,"R",54687509,"R",2727694,"R",948869,"R",16237601,"R",74601673,"R",16889857,"Z",0,"R",300530704,"R",57415203,"R",948869,"R",16237601,"R",49412,"R",0,"R",0,"R",1777146,"R",376958935,"R",90404765,"R",0,"R",159426785,"R",0,"R",0,"R",0,"R",249831550
134422,"R",457772,"R",108609,"R",349163,"R",457772,"R",1152628,"R",1595230,"R",0,"R",-442602,"R",328000,"R",463765,"R",0,"R",349163,"R",306797,"R",11588,"R",53758,"R",2500,"R",374643,"R",0,"R",0,"R",731617,"R",318385,"R",53758,"R",2500,"R",0,"R",0,"R",0,"R",46368,"R",1152628,"R",343656,"R",0,"R",247685,"R",0,"R",0,"R",1003889,"R",1595230
134529,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",486183,"R",0,"R",0,"R",0,"R",486183,"R",0,"R",0,"R",1050693,"R",486183,"R",0,"R",0,"R",0,"R",43616,"A",,"R",0,"R",1580492,"R",548650,"R",0,"R",657294,"A",,"R",0,"R",0,"R",1205944
134574,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",474799,"R",21400,"R",0,"R",0,"R",496199,"R",0,"R",0,"R",2058329,"R",0,"R",0,"R",0,"R",0,"R",276613,"A",,"R",0,"R",2334942,"R",787772,"R",0,"R",561941,"A",,"R",0,"R",246802,"R",1596515
134680,"R",59288937,"R",2687864,"R",56601073,"R",59288937,"R",26149450,"R",22683975,"R",-1278762,"R",2186713,"R",-10624852,"R",65039212,"R",0,"R",56601073,"R",4433721,"R",345224,"R",117022,"R",100497,"R",4996464,"R",579831,"Z",0,"R",24215309,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1584368,"R",349773,"R",26149450,"R",3683336,"Z",0,"R",15844275,"R",1462830,"Z",0,"R",1693534,"R",22683975
134714,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1058222,"R",33531,"R",0,"R",47668,"R",1139421,"R",0,"R",0,"R",2818961,"R",0,"R",0,"R",0,"R",1694,"R",315174,"A",,"R",48,"R",3135877,"R",845604,"R",0,"R",1650745,"A",,"R",0,"R",546458,"R",3042807
134811,"R",59638004,"R",13723763,"R",45914241,"R",59638004,"R",95572215,"R",72046576,"R",-8565000,"R",14960639,"R",-15767697,"R",46721299,"R",0,"R",45914241,"R",5903507,"R",4020132,"R",1281595,"R",4562317,"R",15767551,"R",15767551,"R",0,"R",78363474,"R",9923639,"R",1281595,"Z",0,"Z",0,"R",6003507,"Z",0,"R",0,"R",95572215,"R",14811345,"Z",0,"R",52685405,"R",4549826,"Z",0,"R",0,"R",72046576
134875,"R",9607900,"R",6038735,"R",3569165,"R",9607900,"R",22587362,"R",19045889,"R",0,"R",3541473,"R",0,"R",27692,"R",0,"R",3569165,"R",8507610,"R",326565,"R",115704,"R",129388,"R",9079267,"R",17331,"R",0,"R",22580471,"R",0,"R",0,"R",0,"R",1515,"R",0,"R",0,"R",5376,"R",22587362,"R",7832492,"R",0,"R",4410150,"R",0,"R",0,"R",6803247,"R",19045889
134909,"R",5560576,"R",2705538,"R",2855038,"R",5560576,"R",16944953,"R",8501907,"R",0,"R",8443046,"A",,"R",3893917,"R",-9481925,"R",2855038,"R",3759371,"R",1909409,"R",217612,"R",187141,"R",6073533,"R",378714,"Z",0,"R",16944953,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",16944953,"R",3047398,"Z",0,"R",5454509,"Z",0,"Z",0,"R",0,"R",8501907
135124,"R",11825265,"R",1520931,"R",10304334,"R",11825265,"R",14511909,"R",10835003,"R",0,"R",3676906,"R",0,"R",6627428,"R",0,"R",10304334,"R",4963566,"R",63672,"Z",0,"Z",0,"R",5027238,"Z",0,"Z",0,"R",9410075,"R",4963566,"Z",0,"Z",0,"Z",0,"R",138268,"Z",0,"R",0,"R",14511909,"R",2934528,"Z",0,"R",7900475,"Z",0,"Z",0,"R",0,"R",10835003
135142,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2064062,"Z",0,"R",7844,"Z",0,"R",2071906,"R",2064062,"Z",0,"R",133626,"R",2064062,"R",7844,"Z",0,"R",0,"R",151141,"A",,"R",0,"R",2356673,"R",662315,"R",54656,"R",1068098,"A",,"Z",0,"R",0,"R",1785069
135337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",564034,"R",12375,"R",25735,"R",13874,"R",616018,"R",616018,"Z",0,"R",969481,"R",576409,"R",25735,"R",0,"R",90,"R",202366,"A",,"R",13784,"R",1787865,"R",828737,"R",0,"R",817067,"A",,"R",0,"R",0,"R",1645804
135416,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2589769,"R",36766,"R",0,"R",0,"R",2626535,"R",0,"R",0,"R",6778905,"R",0,"R",0,"R",0,"R",0,"R",553573,"A",,"R",0,"R",7332478,"R",2344103,"Z",0,"R",871260,"A",,"R",0,"R",3495149,"R",6710512
135434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2050422,"R",150,"R",0,"R",0,"R",2050572,"Z",0,"Z",0,"R",2594352,"R",0,"R",0,"R",0,"R",0,"R",410956,"A",,"R",1001,"R",3006309,"R",1153833,"R",0,"R",699366,"A",,"R",0,"R",1095059,"R",2948258
135771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3125984,"R",61867,"R",18808,"R",20664,"R",3227323,"R",1312575,"Z",0,"R",4433686,"R",3187851,"R",18808,"Z",0,"Z",0,"R",362512,"A",,"R",0,"R",8002857,"R",2595517,"Z",0,"R",3795138,"A",,"Z",0,"R",27784,"R",6418439
135957,"R",14172676,"R",1191073,"R",12981603,"R",14172676,"R",13952462,"R",12617067,"R",0,"R",1335395,"R",0,"R",11646208,"R",0,"R",12981603,"R",4466729,"R",136826,"R",17206,"R",0,"R",4620761,"R",0,"R",0,"R",13952462,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13952462,"R",6593696,"R",0,"R",6023371,"R",0,"R",0,"R",0,"R",12617067
136011,"R",24960975,"R",2178456,"R",22782519,"R",24960975,"R",12814604,"R",12128667,"R",0,"R",685937,"R",1,"R",22096581,"R",0,"R",22782519,"R",3788623,"R",120789,"R",12564,"R",0,"R",3921976,"R",0,"R",0,"R",12814604,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12814604,"R",6715896,"R",0,"R",5412771,"R",0,"R",0,"R",0,"R",12128667
136048,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",457520,"R",0,"R",0,"R",0,"R",457520,"R",0,"R",0,"R",989970,"R",0,"R",0,"R",0,"R",0,"R",141393,"A",,"R",0,"R",1131363,"R",282144,"R",0,"R",154862,"A",,"R",0,"R",0,"R",437006
136066,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11133096,"R",338253,"R",65009,"Z",0,"R",11536358,"Z",0,"Z",0,"R",18990926,"R",11471419,"R",65009,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",30527354,"R",6924197,"Z",0,"R",6619339,"R",1642134,"Z",0,"R",14095277,"R",29280947
136075,"R",2462000,"R",882000,"R",1580000,"R",2462000,"R",5114000,"R",5537000,"R",1000,"R",-422000,"R",0,"R",1780000,"R",222000,"R",1580000,"R",1268791,"R",38940,"R",42355,"R",5638,"R",1355724,"R",0,"R",0,"R",5114000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5114000,"R",3080000,"R",0,"R",2457000,"R",0,"R",0,"R",0,"R",5537000
136109,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",494750,"Z",0,"Z",0,"Z",0,"R",494750,"Z",0,"Z",0,"R",1981162,"Z",0,"Z",0,"Z",0,"Z",0,"R",339959,"A",,"R",0,"R",2321121,"R",651116,"Z",0,"R",1048932,"A",,"Z",0,"R",0,"R",1700048
136251,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",236613,"Z",0,"Z",0,"Z",0,"R",236613,"R",152153,"Z",0,"R",139136,"R",236613,"Z",0,"Z",0,"Z",0,"R",66582,"A",,"R",0,"R",442331,"R",120010,"Z",0,"R",278651,"A",,"Z",0,"R",0,"R",398661
136288,"R",65078097,"R",1137883,"R",63940214,"R",65078097,"R",18895559,"R",14699266,"R",-1,"R",4196292,"R",0,"R",59743921,"R",1,"R",63940214,"R",3977370,"R",58100,"R",347074,"R",0,"R",4382544,"R",0,"R",0,"R",18895559,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18895559,"R",7957364,"R",0,"R",6741902,"R",0,"R",0,"R",0,"R",14699266
136738,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6195125,"R",591516,"R",85859,"R",87864,"R",6960364,"R",21852,"R",0,"R",19173555,"R",0,"R",0,"R",0,"R",2929,"R",0,"A",,"R",7335,"R",19183819,"R",4681133,"R",0,"R",4073052,"A",,"R",0,"R",6451957,"R",15206142
136747,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7767928,"R",450721,"R",72243,"R",19426,"R",8310318,"R",15260,"R",0,"R",24530489,"R",0,"R",0,"R",0,"R",8838,"R",0,"A",,"R",469,"R",24539796,"R",6789053,"R",0,"R",4497259,"A",,"R",0,"R",7499274,"R",18785586
136783,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",138828,"R",0,"R",0,"R",0,"R",138828,"R",0,"R",0,"R",387708,"Z",0,"Z",0,"Z",0,"Z",0,"R",41624,"A",,"R",0,"R",429332,"R",139964,"Z",0,"R",288666,"A",,"Z",0,"R",0,"R",428630
137148,"R",10195844,"R",4199378,"R",5996466,"R",10195844,"R",19640867,"R",13359419,"R",-3097913,"R",3183535,"R",-3465051,"R",6277982,"R",0,"R",5996466,"R",427001,"R",2440,"R",447764,"R",1272285,"R",2149490,"R",2149490,"R",0,"R",18468012,"R",429441,"R",447764,"R",0,"R",0,"R",0,"R",295650,"R",0,"R",19640867,"R",4764010,"R",0,"R",8492170,"R",103239,"R",0,"R",0,"R",13359419
137537,"R",1970097,"R",1058809,"R",911288,"R",1970097,"R",5591147,"R",5503546,"R",0,"R",87601,"A",,"R",823687,"R",0,"R",911288,"R",696705,"R",0,"R",7232,"R",0,"R",703937,"R",0,"R",0,"R",4820571,"R",0,"R",0,"R",0,"R",1882,"R",0,"R",64757,"R",703937,"R",5591147,"R",925198,"R",0,"R",3580899,"R",12008,"R",0,"R",985441,"R",5503546
137591,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",895105,"R",7290,"R",3972,"R",7290,"R",913657,"Z",0,"Z",0,"R",1691663,"R",752264,"R",4912,"Z",0,"Z",0,"R",192687,"A",,"R",0,"R",2641526,"R",1505342,"Z",0,"R",1003562,"A",,"Z",0,"R",0,"R",2508904
137801,"R",76623589,"R",682275,"R",75941314,"R",76623589,"R",24199191,"R",16524580,"R",0,"R",7674611,"R",0,"R",68266703,"R",0,"R",75941314,"R",5539460,"R",89344,"R",316404,"R",0,"R",5945208,"R",0,"R",0,"R",24199191,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24199191,"R",9521954,"R",0,"R",7002626,"R",0,"R",0,"R",0,"R",16524580
137810,"R",34696042,"R",506929,"R",34189113,"R",34696042,"R",10918023,"R",10854541,"R",0,"R",63482,"R",0,"R",34125630,"R",1,"R",34189113,"R",2809931,"R",134676,"R",187220,"R",0,"R",3131827,"R",0,"R",0,"R",10918023,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10918023,"R",5491853,"R",0,"R",5362687,"R",0,"R",0,"R",1,"R",10854541
137892,"R",5502520,"R",4657164,"R",845356,"R",5502520,"R",11173024,"R",10335344,"R",0,"R",837680,"R",0,"R",7676,"R",0,"R",845356,"R",3738826,"R",186632,"R",52148,"R",15194,"R",3992800,"R",13074,"R",0,"R",11170327,"R",0,"R",0,"R",0,"R",1598,"R",0,"R",0,"R",1099,"R",11173024,"R",3302861,"R",0,"R",3092134,"R",0,"R",0,"R",3940349,"R",10335344
138132,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",250208,"R",0,"R",0,"R",0,"R",250208,"R",250208,"R",0,"R",347857,"R",250208,"R",0,"R",0,"R",14328,"R",164614,"A",,"R",7809,"R",784816,"R",166093,"R",0,"R",230000,"A",,"R",0,"R",0,"R",396093
138309,"R",12301569,"R",5017537,"R",7284032,"R",12301569,"R",70556153,"R",65257420,"R",0,"R",5298733,"R",0,"R",12531381,"R",-10546082,"R",7284032,"R",20134925,"R",2070479,"R",1318888,"R",6754463,"R",30278755,"Z",0,"Z",0,"R",70430758,"R",125395,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70556153,"R",18306659,"R",0,"R",46950761,"R",0,"R",0,"R",0,"R",65257420
138594,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14501181,"R",293449,"R",0,"R",0,"R",14794630,"R",0,"R",0,"R",37435000,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",19000,"R",37454000,"R",7374000,"R",0,"R",17245000,"A",,"R",0,"R",5205000,"R",29824000
138655,"R",23852147,"R",14431332,"R",9420815,"R",23852147,"R",22854401,"R",16561059,"R",0,"R",6293342,"R",-3633369,"R",6760842,"R",0,"R",9420815,"R",2421514,"R",144352,"R",0,"R",0,"R",2565866,"R",0,"R",0,"R",13676444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2655473,"R",16331917,"R",4307031,"R",0,"R",5535293,"R",0,"R",0,"R",2332769,"R",12175093
138664,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",106738,"R",7500,"R",0,"R",0,"R",114238,"R",0,"R",0,"R",1421334,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",1421334,"R",512165,"R",0,"R",499279,"A",,"R",0,"R",0,"R",1011444
138813,"R",21194076,"R",9375347,"R",11818729,"R",21194076,"R",94686359,"R",69648458,"R",-8499793,"R",16538108,"R",-16195963,"R",11476584,"R",0,"R",11818729,"R",12393530,"R",7131875,"R",4050517,"R",3478825,"R",27054747,"R",27054747,"R",0,"R",60115955,"R",19525405,"R",4050517,"R",0,"R",0,"R",0,"R",10994482,"R",0,"R",94686359,"R",14349761,"R",0,"R",48371545,"R",6927152,"R",0,"R",0,"R",69648458
138822,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3113910,"R",133934,"R",0,"R",0,"R",3247844,"R",0,"R",0,"R",7099971,"R",3247844,"R",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",10347815,"R",3018010,"R",0,"R",2138307,"A",,"R",0,"R",0,"R",5156317
138929,"R",20757523,"R",6477190,"R",14280333,"R",20757523,"R",19108175,"R",12914367,"R",0,"R",6193808,"R",-2790332,"R",10876857,"R",0,"R",14280333,"Z",0,"Z",0,"Z",0,"R",407311,"R",407311,"Z",0,"Z",0,"R",19108175,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",19108175,"R",4674520,"R",1205069,"R",7034778,"Z",0,"Z",0,"R",0,"R",12914367
138938,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",797497,"R",20800,"R",0,"R",636,"R",818933,"Z",0,"Z",0,"R",3104430,"R",0,"R",0,"R",0,"R",22667,"R",490496,"A",,"R",124335,"R",3741928,"R",351468,"R",0,"R",3336041,"A",,"R",0,"R",20740,"R",3708249
139074,"R",16536670,"R",2124959,"R",14411711,"R",16536670,"R",19143387,"R",16984293,"R",0,"R",2159094,"R",0,"R",10448822,"R",1803795,"R",14411711,"R",6230741,"R",223384,"R",1292154,"R",29872,"R",7776151,"R",749669,"R",0,"R",19143387,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19143387,"R",6779628,"R",0,"R",10204665,"R",0,"R",0,"R",0,"R",16984293
139092,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",335584,"R",0,"R",0,"R",0,"R",335584,"R",0,"R",0,"R",160786,"R",335584,"R",0,"R",0,"R",0,"R",234103,"A",,"R",2255,"R",732728,"R",168096,"R",0,"R",558106,"A",,"R",0,"R",0,"R",726202
139214,"R",516034,"R",368554,"R",147480,"R",516034,"R",2629663,"R",2865931,"R",0,"R",-236268,"A",,"R",383747,"R",1,"R",147480,"R",802571,"R",125306,"Z",0,"Z",0,"R",927877,"Z",0,"Z",0,"R",2354397,"R",19905,"R",0,"R",0,"R",0,"R",255360,"R",0,"R",1,"R",2629663,"R",1105320,"Z",0,"R",1760611,"Z",0,"Z",0,"R",0,"R",2865931
139506,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1028927,"R",0,"R",0,"R",0,"R",1028927,"R",1028927,"R",0,"R",849231,"R",0,"R",0,"R",0,"R",3102,"R",219903,"A",,"R",0,"R",1072236,"R",1105654,"R",0,"R",364497,"A",,"R",0,"R",196358,"R",1666509
139533,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19483216,"R",1262350,"R",3709218,"R",2878188,"R",27332972,"R",1242932,"R",0,"R",53637939,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1672866,"R",0,"R",55310805,"R",28710256,"R",0,"R",23273221,"R",664134,"R",0,"R",0,"R",52647611
139579,"R",134228280,"R",18190135,"R",116038145,"R",134228280,"R",32829001,"R",20289712,"R",12635057,"R",25174346,"R",3550152,"R",87313647,"R",0,"R",116038145,"R",4407988,"R",309190,"R",3423348,"R",810168,"R",8950694,"R",8950694,"R",0,"R",23298668,"R",4717178,"R",3423348,"R",0,"R",0,"R",0,"R",1389807,"R",0,"R",32829001,"R",6364044,"R",0,"R",12867841,"R",1057827,"R",0,"R",0,"R",20289712
140003,"R",2443636,"R",439871,"R",2003765,"R",2443636,"R",4898643,"R",2944499,"R",0,"R",1954144,"R",-2291492,"R",2341113,"R",0,"R",2003765,"R",2103427,"R",0,"R",0,"R",0,"R",2103427,"R",0,"R",0,"R",4888960,"R",0,"R",0,"R",0,"R",9683,"R",0,"R",0,"R",0,"R",4898643,"R",1597215,"R",0,"R",1347283,"R",0,"R",0,"R",1,"R",2944499
140340,"R",10728693,"R",405788,"R",10322905,"R",10728693,"R",10004137,"R",7293823,"R",-198885,"R",2511429,"A",,"R",7801683,"R",9793,"R",10322905,"R",3180205,"R",120034,"R",385925,"R",188144,"R",3874308,"R",3874308,"Z",0,"R",10004137,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10004137,"R",3679569,"Z",0,"R",3614254,"Z",0,"Z",0,"R",0,"R",7293823
140827,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54901,"R",15516,"Z",0,"Z",0,"R",70417,"Z",0,"Z",0,"R",1786561,"R",70417,"Z",0,"Z",0,"R",3258,"Z",0,"A",,"R",0,"R",1860236,"R",397400,"Z",0,"R",1501076,"A",,"Z",0,"R",0,"R",1898476
141015,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",211290,"R",10331,"Z",0,"R",3443,"R",225064,"Z",0,"Z",0,"R",4888596,"Z",0,"Z",0,"Z",0,"Z",0,"R",13966,"A",,"R",8776,"R",4911338,"R",1406201,"Z",0,"R",2517731,"A",,"Z",0,"R",602861,"R",4526793
141468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7185897,"R",192499,"Z",0,"Z",0,"R",7378396,"Z",0,"Z",0,"R",25847747,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3911061,"R",0,"R",29758808,"R",4118713,"Z",0,"R",2090348,"R",1726469,"Z",0,"R",10552534,"R",18488064
141608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",431962,"R",8825,"R",14645,"R",3370,"R",458802,"R",0,"R",0,"R",913511,"Z",0,"Z",0,"Z",0,"R",428,"R",289498,"A",,"R",0,"R",1203437,"R",731143,"R",0,"R",384779,"A",,"R",0,"R",79467,"R",1195389
141848,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",594076,"R",37920,"R",12300,"Z",0,"R",644296,"Z",0,"Z",0,"R",644296,"Z",0,"R",224428,"R",27405,"R",1459,"R",70348,"A",,"R",655222,"R",1623158,"R",399831,"Z",0,"R",663671,"A",,"Z",0,"R",335254,"R",1398756
141945,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",773106,"R",0,"R",0,"Z",0,"R",773106,"Z",0,"Z",0,"R",612325,"R",773106,"R",0,"R",0,"R",171,"R",16878,"A",,"R",0,"R",1402480,"R",470366,"R",0,"R",398031,"A",,"R",0,"R",433771,"R",1302168
142054,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2519804,"R",552159,"R",0,"R",0,"R",3071963,"Z",0,"Z",0,"R",10539837,"R",0,"R",0,"R",0,"R",4118,"R",0,"R",0,"R",642735,"R",11186690,"R",7258032,"R",0,"R",1887209,"R",0,"R",0,"R",307,"R",9145548
142337,"R",4226170,"R",1937612,"R",2288558,"R",4226170,"R",10825711,"R",6017999,"R",0,"R",4807712,"A",,"R",1789690,"R",-4308844,"R",2288558,"R",2798975,"R",917399,"R",10425,"R",12250,"R",3739049,"R",147020,"Z",0,"R",10825711,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10825711,"R",2307827,"Z",0,"R",3710172,"Z",0,"Z",0,"R",0,"R",6017999
142407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",220613,"R",0,"R",0,"R",0,"R",220613,"R",220613,"R",0,"R",229119,"R",0,"R",0,"R",0,"R",37,"R",374185,"A",,"R",0,"R",603341,"R",239885,"R",0,"R",381860,"A",,"R",0,"R",0,"R",621745
142416,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",475974,"R",0,"R",1000,"R",0,"R",476974,"R",0,"R",0,"R",759334,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",759334,"R",102501,"R",0,"R",121059,"A",,"R",0,"R",110349,"R",333909
142489,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",410645,"R",0,"R",0,"R",0,"R",410645,"R",0,"R",0,"R",410645,"R",0,"R",0,"R",0,"R",0,"R",266139,"A",,"R",13279,"R",690063,"R",210779,"R",0,"R",14875,"A",,"R",79448,"R",679,"R",305781
142869,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",218547,"R",0,"R",0,"R",0,"R",218547,"R",0,"R",0,"R",218547,"R",0,"R",0,"R",0,"R",0,"R",100737,"A",,"R",46655,"R",365939,"R",405249,"R",0,"R",0,"A",,"R",0,"R",0,"R",405249
142878,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",184973,"R",0,"R",0,"R",0,"R",184973,"R",0,"R",0,"R",255068,"R",0,"R",0,"R",0,"R",0,"R",118537,"A",,"R",0,"R",373605,"R",433909,"R",0,"R",0,"A",,"R",0,"R",0,"R",433909
142887,"R",4660016,"R",1400158,"R",3259858,"R",4660016,"R",11388308,"R",7849419,"R",0,"R",3538889,"A",,"R",3042623,"R",-3321654,"R",3259858,"R",917103,"R",60400,"R",615607,"R",0,"R",1593110,"R",0,"R",0,"R",9682736,"R",977503,"R",615607,"R",0,"R",112462,"R",0,"R",0,"R",0,"R",11388308,"R",1866435,"R",0,"R",5982984,"R",0,"R",0,"R",0,"R",7849419
143075,"R",3416652,"R",1213595,"R",2203057,"R",3416652,"R",5064037,"R",3963347,"R",0,"R",1100690,"R",0,"R",1102367,"R",0,"R",2203057,"R",2128020,"R",62700,"R",0,"R",18716,"R",2209436,"R",0,"R",0,"R",584576,"R",2190720,"R",0,"R",18716,"R",-3852,"R",8141,"R",0,"R",2265736,"R",5064037,"R",2245068,"R",0,"R",951300,"R",0,"R",0,"R",766979,"R",3963347
143376,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",666983,"R",0,"R",0,"R",0,"R",666983,"R",0,"R",0,"R",2639133,"R",666983,"R",0,"R",0,"R",0,"R",277510,"A",,"R",0,"R",3583626,"R",1176181,"R",0,"R",2102918,"A",,"R",0,"R",87202,"R",3366301
143464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",454792,"Z",0,"Z",0,"Z",0,"R",454792,"R",454792,"Z",0,"R",748074,"R",454792,"Z",0,"Z",0,"Z",0,"R",340056,"A",,"R",18456,"R",1561378,"R",669447,"Z",0,"R",0,"A",,"Z",0,"R",859155,"R",1528602
143473,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",260673,"R",5709,"R",0,"R",0,"R",266382,"R",0,"R",0,"R",538319,"R",0,"R",0,"R",0,"R",0,"R",70580,"A",,"R",0,"R",608899,"R",260673,"R",0,"R",0,"A",,"R",0,"R",206613,"R",467286
143482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",547615,"R",2176,"R",0,"R",0,"R",549791,"R",0,"R",0,"R",785340,"R",0,"R",0,"R",0,"R",0,"R",103174,"A",,"R",0,"R",888514,"R",382135,"R",0,"R",0,"A",,"R",0,"R",300872,"R",683007
143491,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",485417,"R",2452,"R",0,"R",0,"R",487869,"R",0,"R",0,"R",603520,"R",0,"R",0,"R",0,"R",0,"R",79287,"A",,"R",0,"R",682807,"R",293663,"R",0,"R",0,"A",,"R",0,"R",231300,"R",524963
