UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
125532,"R",124767232,"R",23341912,"R",101425320,"R",124767232,"R",100937399,"R",86539328,"R",0,"R",14398071,"R",0,"R",87027249,"R",0,"R",101425320,"R",24516257,"R",2788520,"R",1574548,"R",0,"R",28879325,"R",0,"R",0,"R",95655814,"R",0,"R",0,"R",0,"R",233090,"R",0,"R",0,"R",5048495,"R",100937399,"R",56388838,"R",0,"R",30137785,"R",0,"R",0,"R",12705,"R",86539328
126030,"R",12246296,"R",1915740,"R",10330556,"R",12246296,"R",11228320,"R",10888385,"R",-198551,"R",141384,"R",-1443988,"R",11633160,"R",0,"R",10330556,"R",0,"R",4507717,"R",0,"R",3218262,"R",7725979,"R",7725979,"R",0,"R",6720603,"R",4507717,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11228320,"R",3315373,"R",0,"R",7573012,"R",0,"R",0,"R",0,"R",10888385
126164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350187,"R",0,"R",0,"R",0,"R",350187,"R",350187,"Z",0,"R",1023091,"R",0,"R",0,"R",0,"R",0,"R",382134,"A",,"R",0,"R",1405225,"R",322011,"R",0,"R",534056,"A",,"Z",0,"R",0,"R",856067
126359,"R",1490619,"R",227683,"R",1262936,"R",1490619,"R",9106263,"R",8803844,"R",0,"R",302419,"R",-87147,"R",1047664,"R",0,"R",1262936,"R",2248875,"R",75270,"R",0,"R",0,"R",2324145,"R",0,"R",0,"R",6735329,"R",2324145,"Z",0,"Z",0,"R",306,"R",46483,"R",0,"R",0,"R",9106263,"R",2872102,"Z",0,"R",5931742,"Z",0,"Z",0,"R",0,"R",8803844
126401,"R",15611100,"R",654678,"R",14956422,"R",15611100,"R",9139210,"R",7260963,"R",1,"R",1878248,"R",0,"R",13078174,"R",0,"R",14956422,"R",2747413,"R",34344,"R",332001,"R",0,"R",3113758,"R",0,"R",0,"R",9139210,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9139210,"R",3880371,"R",0,"R",3380592,"R",0,"R",0,"R",0,"R",7260963
126605,"R",3302244,"R",2959201,"R",343043,"R",3302244,"R",17714453,"R",15355124,"R",0,"R",2359329,"A",,"R",844470,"R",-2860756,"R",343043,"R",2957504,"R",84601,"R",113373,"R",45721,"R",3201199,"R",45721,"Z",0,"R",16009274,"Z",0,"Z",0,"Z",0,"Z",0,"R",1705179,"Z",0,"R",0,"R",17714453,"R",4568323,"Z",0,"R",7947187,"Z",0,"Z",0,"R",2839614,"R",15355124
126687,"R",3151000,"R",1529000,"R",1622000,"R",3151000,"R",15619000,"R",10466000,"R",0,"R",5153000,"A",,"R",3293000,"R",-6824000,"R",1622000,"R",3642000,"R",150000,"R",1500000,"Z",0,"R",5292000,"Z",0,"Z",0,"R",10318000,"R",3792000,"R",150000,"Z",0,"Z",0,"R",9000,"Z",0,"R",1350000,"R",15619000,"R",4410000,"Z",0,"R",6056000,"Z",0,"Z",0,"R",0,"R",10466000
126702,"R",21642848,"R",4967743,"R",16675105,"R",21642848,"R",48745635,"R",35571815,"R",-4708232,"R",8465588,"R",-9422019,"R",17631536,"R",0,"R",16675105,"R",5005160,"R",4939600,"R",685826,"R",1802356,"R",12432942,"R",12432942,"R",0,"R",34596479,"R",9944760,"R",685826,"R",0,"R",0,"R",0,"R",3518570,"R",0,"R",48745635,"R",8211151,"R",0,"R",23870364,"R",3490300,"R",0,"R",0,"R",35571815
126784,"R",1582607,"R",145824,"R",1436783,"R",1582607,"R",2543275,"R",1672487,"R",-217583,"R",653205,"R",0,"R",1443869,"R",-660291,"R",1436783,"R",397525,"R",0,"R",0,"R",0,"R",397525,"R",0,"R",0,"R",2052824,"R",0,"R",0,"R",0,"R",15461,"R",378460,"R",0,"R",96530,"R",2543275,"R",827421,"R",0,"R",821527,"R",0,"R",0,"R",23539,"R",1672487
126827,"R",87677943,"R",8176110,"R",79501833,"R",87677943,"R",34256011,"R",27792420,"R",-2385894,"R",4077697,"R",1499591,"R",73924545,"R",0,"R",79501833,"R",3759960,"R",267551,"R",342897,"Z",0,"R",4370408,"R",1668052,"Z",0,"R",31190137,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2004920,"R",1060954,"R",34256011,"R",5793288,"Z",0,"R",19328552,"R",2103797,"Z",0,"R",566783,"R",27792420
126854,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",578572,"R",3300,"R",0,"R",1600,"R",583472,"Z",0,"Z",0,"R",1133104,"Z",0,"Z",0,"Z",0,"Z",0,"R",66066,"A",,"R",146938,"R",1346108,"R",935637,"Z",0,"R",90205,"A",,"Z",0,"R",0,"R",1025842
126872,"R",10050916,"R",3274915,"R",6776001,"R",10050916,"R",18067637,"R",13860772,"R",204,"R",4207069,"R",0,"R",7071890,"R",-4502958,"R",6776001,"R",3930261,"R",77718,"R",0,"R",0,"R",4007979,"R",124689,"R",0,"R",14137376,"R",3930261,"R",0,"R",0,"R",-9158,"Z",0,"Z",0,"R",9158,"R",18067637,"R",2234450,"R",0,"R",11626322,"R",0,"R",0,"R",0,"R",13860772
126924,"R",1658977,"R",38563,"R",1620414,"R",1658977,"R",1922599,"R",1954101,"R",1,"R",-31501,"R",433859,"R",1218056,"R",0,"R",1620414,"R",419590,"Z",0,"Z",0,"Z",0,"R",419590,"Z",0,"Z",0,"R",1922599,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1922599,"R",491683,"R",0,"R",0,"R",228158,"R",0,"R",1234260,"R",1954101
126951,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4305430,"R",197333,"Z",0,"Z",0,"R",4502763,"Z",0,"Z",0,"R",14855032,"R",4524338,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",19379370,"R",3786673,"Z",0,"R",3441069,"R",1150902,"Z",0,"R",4763792,"R",13142436
127024,"R",6544634,"R",9957052,"R",-3412418,"R",6544634,"R",13879844,"R",13157249,"R",0,"R",722595,"R",0,"R",-2677823,"R",-1457190,"R",-3412418,"R",2793521,"R",100379,"R",83160,"R",43507,"R",3020567,"R",43507,"R",0,"R",12814822,"Z",0,"Z",0,"Z",0,"Z",0,"R",1065022,"Z",0,"R",0,"R",13879844,"R",3502554,"Z",0,"R",7613884,"Z",0,"Z",0,"R",2040811,"R",13157249
127219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",257779,"R",5271,"Z",0,"Z",0,"R",263050,"Z",0,"Z",0,"R",684000,"Z",0,"Z",0,"Z",0,"Z",0,"R",64643,"A",,"R",400,"R",749043,"R",285008,"Z",0,"R",199264,"A",,"Z",0,"R",107371,"R",591643
127228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",687229,"R",0,"R",0,"R",0,"R",687229,"R",687229,"R",0,"R",1039238,"R",687229,"R",0,"R",0,"R",0,"R",546829,"A",,"R",0,"R",2273296,"R",405396,"R",0,"R",395496,"A",,"R",0,"R",944578,"R",1745470
127316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",725843,"R",15333,"R",50491,"R",0,"R",791667,"R",0,"R",0,"R",2269336,"R",0,"R",0,"R",0,"R",3091,"R",280667,"A",,"R",0,"R",2553094,"R",304179,"R",0,"R",1929169,"A",,"R",0,"R",0,"R",2233348
127680,"R",620070,"R",5649,"R",614421,"R",620070,"R",3936445,"R",2547160,"R",-130899,"R",1258386,"R",0,"R",614421,"R",-1258386,"R",614421,"R",633543,"R",107310,"R",32960,"R",6728,"R",780541,"R",0,"R",0,"R",3722479,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213966,"R",0,"R",3936445,"R",299199,"R",0,"R",2214020,"R",22961,"R",0,"R",10980,"R",2547160
127699,"R",691554,"R",10512,"R",681042,"R",691554,"R",4564439,"R",4007126,"R",-174135,"R",383178,"R",0,"R",792262,"R",-494398,"R",681042,"R",725790,"R",34851,"R",33448,"R",5837,"R",799926,"R",0,"R",0,"R",4249784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",314655,"R",0,"R",4564439,"R",1409388,"R",0,"R",2562350,"R",35388,"R",0,"R",0,"R",4007126
127787,"R",29521920,"R",661905,"R",28860015,"R",29521920,"R",10483631,"R",8080257,"R",1,"R",2403375,"R",0,"R",26456640,"R",0,"R",28860015,"R",3034751,"R",87574,"R",227498,"R",0,"R",3349823,"R",0,"R",0,"R",10483631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10483631,"R",4500845,"R",0,"R",3579412,"R",0,"R",0,"R",0,"R",8080257
127839,"R",10976050,"R",4299361,"R",6676689,"R",10976050,"R",5875075,"R",5389825,"R",0,"R",485250,"R",50005,"R",6141434,"R",0,"R",6676689,"R",2268218,"R",4064,"R",175628,"R",0,"R",2447910,"R",0,"R",0,"R",5838188,"Z",0,"Z",0,"Z",0,"R",1998,"Z",0,"R",11753,"R",23136,"R",5875075,"R",1781830,"Z",0,"R",3604117,"R",3877,"R",0,"R",1,"R",5389825
127945,"R",5924797,"R",2441694,"R",3483103,"R",5924797,"R",8609708,"R",8136254,"R",0,"R",473454,"R",0,"R",3009649,"R",0,"R",3483103,"R",512377,"R",37096,"R",111596,"R",1695879,"R",2356948,"R",1695879,"R",0,"R",8296919,"R",0,"R",0,"R",0,"R",2561,"R",0,"R",294925,"R",15303,"R",8609708,"R",1689135,"R",0,"R",4562683,"R",300319,"R",0,"R",1584117,"R",8136254
128179,"R",16890710,"R",2248942,"R",14641768,"R",16890710,"R",10667992,"R",6971052,"R",0,"R",3696940,"R",0,"R",8828489,"R",2116339,"R",14641768,"R",3631266,"R",90460,"R",134565,"R",0,"R",3856291,"R",22615,"R",0,"R",10663655,"R",0,"R",0,"R",0,"R",0,"R",4333,"R",0,"R",4,"R",10667992,"R",2538088,"R",0,"R",4432960,"R",0,"R",0,"R",4,"R",6971052
128188,"R",17002490,"R",1838972,"R",15163518,"R",17002490,"R",11949834,"R",7998561,"R",3,"R",3951276,"R",0,"R",11212245,"R",-3,"R",15163518,"R",4674062,"R",71753,"R",52883,"R",0,"R",4798698,"R",2798698,"R",0,"R",4798698,"R",0,"R",0,"R",0,"R",0,"R",43770,"R",0,"R",7107366,"R",11949834,"R",2958015,"R",0,"R",5040546,"R",0,"R",0,"R",0,"R",7998561
128337,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",702667,"R",6150,"R",8101,"R",2050,"R",718968,"Z",0,"Z",0,"R",1697398,"Z",0,"Z",0,"Z",0,"Z",0,"R",138871,"A",,"R",196382,"R",2032651,"R",1252480,"Z",0,"R",90769,"A",,"Z",0,"R",0,"R",1343249
128540,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",197094,"R",5871,"Z",0,"Z",0,"R",202965,"Z",0,"Z",0,"R",1087598,"Z",0,"Z",0,"Z",0,"Z",0,"R",207735,"A",,"R",0,"R",1295333,"R",466370,"Z",0,"R",675589,"A",,"Z",0,"R",0,"R",1141959
128674,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15449396,"R",332691,"R",270355,"R",0,"R",16052442,"R",0,"R",0,"R",31723550,"R",15782087,"R",270355,"Z",0,"Z",0,"Z",0,"A",,"R",206065,"R",47982057,"R",12548525,"Z",0,"R",11405699,"A",,"Z",0,"R",11983374,"R",35937598
128683,"R",412822000,"R",190337000,"R",222485000,"R",412822000,"R",13206436,"R",13002451,"R",0,"R",203985,"A",,"R",218636000,"R",3645015,"R",222485000,"R",1350418,"R",125828,"R",0,"Z",0,"R",1476246,"Z",0,"Z",0,"R",11730190,"R",1476246,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",13206436,"R",4229010,"Z",0,"R",3308507,"R",2409120,"Z",0,"R",3055814,"R",13002451
128762,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1006687,"R",0,"R",37575,"R",0,"R",1044262,"R",0,"R",0,"R",2709289,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",2709289,"R",774679,"R",0,"R",925855,"A",,"R",0,"R",316288,"R",2016822
128896,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",604920,"R",0,"R",0,"R",0,"R",604920,"R",604920,"R",0,"R",5430949,"R",604920,"R",0,"R",0,"R",0,"R",349604,"A",,"R",0,"R",6385473,"R",2390060,"Z",0,"R",2615073,"A",,"Z",0,"R",547131,"R",5552264
128957,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350766,"R",5029,"R",0,"R",0,"R",355795,"R",24135,"R",0,"R",818979,"R",0,"R",28275,"R",0,"R",0,"R",204744,"A",,"R",16094,"R",1068092,"R",469359,"R",0,"R",551963,"A",,"R",1257,"R",27486,"R",1050065
129002,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1406422,"R",64670,"R",408192,"R",9000,"R",1888284,"Z",0,"Z",0,"R",6749143,"Z",0,"Z",0,"Z",0,"Z",0,"R",561763,"A",,"R",21462,"R",7332368,"R",1157629,"R",50013,"R",1270827,"A",,"Z",0,"R",2147631,"R",4626100
129181,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2538839,"R",127633,"Z",0,"Z",0,"R",2666472,"Z",0,"Z",0,"R",24954506,"R",2666472,"R",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",27620978,"R",7501734,"R",0,"R",7877713,"A",,"Z",0,"R",12173841,"R",27553288
129349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",437889,"Z",0,"Z",0,"Z",0,"R",437889,"Z",0,"Z",0,"R",2520697,"Z",0,"Z",0,"Z",0,"Z",0,"R",627944,"A",,"R",0,"R",3148641,"R",1054449,"Z",0,"R",1736225,"A",,"Z",0,"R",0,"R",2790674
129482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3201527,"R",84596,"R",436641,"R",0,"R",3722764,"R",0,"R",0,"R",12610012,"Z",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",12610012,"R",4035200,"R",100880,"R",5951920,"A",,"R",0,"R",0,"R",10088000
129613,"R",4543242,"R",2197129,"R",2346113,"R",4543242,"R",1929487,"R",4705401,"R",1193183,"R",-1582731,"R",-1192390,"R",5121234,"R",0,"R",2346113,"R",463700,"R",30475,"Z",0,"Z",0,"R",494175,"R",2820,"Z",0,"R",1891758,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",855,"R",36874,"R",1929487,"R",676786,"Z",0,"R",3698909,"R",304728,"Z",0,"R",24978,"R",4705401
129640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68200,"R",6427,"Z",0,"Z",0,"R",74627,"Z",0,"Z",0,"R",74062,"Z",0,"Z",0,"Z",0,"Z",0,"R",43648,"A",,"R",77684,"R",195394,"R",54612,"R",0,"R",0,"A",,"R",0,"R",72945,"R",127557
129923,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8665813,"R",266435,"Z",0,"Z",0,"R",8932248,"Z",0,"Z",0,"R",30893831,"R",8932248,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",39826079,"R",11628336,"Z",0,"R",6836378,"A",,"Z",0,"R",8469303,"R",26934017
129932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2008496,"Z",0,"R",155456,"Z",0,"R",2163952,"Z",0,"Z",0,"R",10139127,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"R",0,"R",10139127,"R",3028976,"Z",0,"R",598900,"A",,"Z",0,"R",1000000,"R",4627876
129969,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1090897,"R",0,"R",156287,"R",0,"R",1247184,"R",0,"R",0,"R",2881760,"R",0,"R",0,"R",0,"R",0,"R",58473,"A",,"R",0,"R",2940233,"R",952182,"Z",0,"R",738203,"A",,"Z",0,"R",1024937,"R",2715322
130110,"R",991106,"R",267919,"R",723187,"R",991106,"R",2442074,"R",2415056,"R",-7531,"R",19487,"R",0,"R",703700,"R",0,"R",723187,"R",254855,"R",52080,"R",271827,"R",2500,"R",581262,"R",0,"R",0,"R",1858833,"R",306935,"R",271827,"R",0,"R",816,"R",0,"R",3663,"R",0,"R",2442074,"R",944287,"R",0,"R",1343720,"R",2656,"R",124393,"R",0,"R",2415056
130129,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1829184,"R",26226,"R",0,"R",0,"R",1855410,"R",125864,"Z",0,"R",4270824,"R",0,"R",0,"R",147451,"R",0,"R",1067706,"A",,"R",83921,"R",5569902,"R",2447624,"R",0,"R",2878386,"A",,"R",0,"R",149884,"R",5475894
130174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11279916,"R",394916,"R",2592383,"R",44016,"R",14311231,"Z",0,"Z",0,"R",52818910,"Z",0,"Z",0,"Z",0,"Z",0,"R",4089030,"A",,"R",0,"R",56907940,"R",11045911,"R",409128,"R",14153303,"A",,"Z",0,"R",25654762,"R",51263104
130183,"R",29608246,"R",15997482,"R",13610764,"R",29608246,"R",52296746,"R",50833080,"R",0,"R",1463666,"R",0,"R",12147098,"R",0,"R",13610764,"R",8903932,"R",301900,"R",994249,"R",11203013,"R",21403094,"R",18666397,"R",2736697,"R",39552740,"R",9205832,"R",994249,"R",291800,"R",116195,"R",0,"R",2135930,"R",0,"R",52296746,"R",9403610,"R",0,"R",41013129,"R",416341,"R",0,"R",0,"R",50833080
130509,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3157977,"R",211748,"R",0,"R",0,"R",3369725,"Z",0,"Z",0,"R",6360943,"R",3369725,"R",0,"R",0,"R",3860,"R",0,"A",,"R",0,"R",9734528,"R",4924672,"R",0,"R",3455148,"A",,"R",0,"R",591466,"R",8971286
130581,"R",602856,"R",180211,"R",422645,"R",602856,"R",3051600,"R",2838201,"R",-88515,"R",124884,"R",0,"R",365758,"R",-67997,"R",422645,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2940494,"R",0,"R",0,"R",0,"R",0,"R",92305,"R",18801,"R",0,"R",3051600,"R",759795,"R",0,"R",2059605,"R",18801,"R",0,"R",0,"R",2838201
130873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3103706,"R",0,"R",303832,"R",44729,"R",3452267,"Z",0,"Z",0,"R",6057448,"R",2962254,"R",309101,"R",0,"R",11305,"R",154181,"A",,"R",200,"R",9494489,"R",3194308,"R",0,"R",5644701,"A",,"Z",0,"R",0,"R",8839009
131061,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",485226,"R",15045,"R",0,"R",0,"R",500271,"R",0,"R",0,"R",500271,"R",0,"R",0,"R",822658,"R",4039,"R",304900,"A",,"R",0,"R",1631868,"R",411835,"R",0,"R",988250,"A",,"R",0,"R",0,"R",1400085
131742,"R",23600007,"R",15658306,"R",7941701,"R",23600007,"R",13880182,"R",13562476,"R",0,"R",317706,"R",0,"R",7623992,"R",3,"R",7941701,"R",3498739,"R",0,"R",0,"R",29475,"R",3528214,"R",0,"R",0,"R",13880182,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13880182,"R",1846001,"R",0,"R",3899983,"R",0,"R",0,"R",7816492,"R",13562476
131803,"R",11886044,"R",7185488,"R",4700556,"R",11886044,"R",26118312,"R",17405307,"R",0,"R",8713005,"R",0,"R",4657295,"R",-8669744,"R",4700556,"R",3868226,"R",1476242,"Z",0,"Z",0,"R",5344468,"R",475742,"Z",0,"R",26118215,"Z",0,"Z",0,"Z",0,"R",97,"Z",0,"Z",0,"R",0,"R",26118312,"R",2571749,"Z",0,"R",14833558,"Z",0,"Z",0,"R",0,"R",17405307
132268,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3699799,"R",87225,"R",0,"R",0,"R",3787024,"R",0,"R",0,"R",14436342,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",14436342,"R",4389233,"R",0,"R",12240396,"A",,"R",0,"R",0,"R",16629629
132338,"R",16626964,"R",2851703,"R",13775261,"R",16626964,"R",57505391,"R",43311800,"R",-6718000,"R",7475591,"R",-11335505,"R",17635175,"R",0,"R",13775261,"R",8530868,"R",1812988,"R",1188934,"R",2946492,"R",14479282,"R",14479282,"R",0,"R",41213384,"R",10343856,"R",1188934,"R",0,"R",0,"R",0,"R",4759217,"R",0,"R",57505391,"R",9961783,"R",0,"R",29856802,"R",3493215,"R",0,"R",0,"R",43311800
132666,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"N",559722,"N",12069,"N",13863,"N",8085,"N",593739,"N",0,"N",0,"N",914433,"N",0,"N",0,"N",0,"N",0,"N",153059,"A",,"N",0,"N",1067492,"N",176267,"N",0,"N",631414,"A",,"N",0,"N",0,"N",807681
132806,"R",20681000,"R",3391000,"R",17290000,"R",20681000,"R",8905000,"R",11478000,"R",0,"R",-2573000,"R",0,"R",20164000,"R",-301000,"R",17290000,"R",2032289,"R",19170,"R",52985,"R",0,"R",2104444,"R",0,"R",0,"R",7611383,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1293617,"R",8905000,"R",3012268,"Z",0,"R",5832201,"Z",0,"Z",0,"R",2633531,"R",11478000
133465,"R",13517869,"R",7349128,"R",6168741,"R",13517869,"R",19013780,"R",13241067,"R",-2103762,"R",3668951,"R",-3673472,"R",6173262,"R",0,"R",6168741,"R",4157830,"R",224461,"R",920367,"R",230846,"R",5533504,"R",5533503,"R",0,"R",13201251,"R",4382291,"R",920367,"R",0,"R",0,"R",0,"R",509871,"R",0,"R",19013780,"R",3653645,"R",0,"R",9188049,"R",399373,"R",0,"R",0,"R",13241067
133845,"R",1740000,"R",920000,"R",820000,"R",1740000,"R",11344000,"R",8328000,"R",130000,"R",3146000,"A",,"R",747000,"R",-3073000,"R",820000,"R",3121000,"R",92000,"R",841000,"R",44000,"R",4098000,"Z",0,"Z",0,"R",7221000,"R",3213000,"R",841000,"R",44000,"Z",0,"R",25000,"Z",0,"R",0,"R",11344000,"R",3499000,"Z",0,"R",4829000,"Z",0,"Z",0,"R",0,"R",8328000
133854,"R",3209000,"R",850000,"R",2359000,"R",3209000,"R",8405000,"R",7869000,"R",0,"R",536000,"A",,"R",3136000,"R",-1313000,"R",2359000,"R",2706000,"R",74000,"R",267000,"R",12000,"R",3059000,"Z",0,"Z",0,"R",5340000,"R",2780000,"R",267000,"R",1000,"Z",0,"R",17000,"Z",0,"R",0,"R",8405000,"R",2870000,"Z",0,"R",4999000,"Z",0,"Z",0,"R",0,"R",7869000
133863,"R",2035000,"R",796000,"R",1239000,"R",2035000,"R",7952000,"R",6933000,"R",0,"R",1019000,"A",,"R",968000,"R",-748000,"R",1239000,"R",2368000,"R",99000,"R",553000,"R",58000,"R",3078000,"Z",0,"Z",0,"R",4851000,"R",2467000,"R",553000,"R",58000,"Z",0,"R",23000,"Z",0,"R",0,"R",7952000,"R",2396000,"Z",0,"R",4537000,"Z",0,"Z",0,"R",0,"R",6933000
133942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",154177,"R",0,"R",0,"R",0,"R",154177,"R",0,"R",0,"R",1200819,"R",0,"R",0,"R",0,"R",-3419,"R",0,"A",,"R",10,"R",1197410,"R",392290,"R",0,"R",369661,"A",,"R",0,"R",0,"R",761951
133997,"R",180651142,"R",64441095,"R",116210047,"R",180651142,"R",84192134,"R",80985266,"R",0,"R",3206868,"R",384967,"R",112618212,"R",0,"R",116210047,"R",25222093,"R",387212,"R",498342,"R",1201510,"R",27309157,"Z",0,"Z",0,"R",78050184,"R",0,"R",0,"R",0,"R",986106,"R",0,"R",5155844,"R",0,"R",84192134,"R",12767892,"R",0,"R",64761675,"R",3455699,"R",0,"R",0,"R",80985266
134024,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",344546,"Z",0,"Z",0,"Z",0,"R",344546,"Z",0,"Z",0,"R",1503018,"R",0,"R",0,"R",0,"R",0,"R",310102,"A",,"R",0,"R",1813120,"R",415398,"R",0,"R",1083998,"A",,"Z",0,"R",0,"R",1499396
134112,"R",10998218,"R",2508068,"R",8490150,"R",10998218,"R",25797852,"R",21748591,"R",0,"R",4049261,"R",0,"R",4440889,"R",0,"R",8490150,"R",8117901,"R",184051,"R",213437,"R",0,"R",8515389,"R",8515389,"R",0,"R",16765298,"R",8301952,"R",213437,"R",517165,"R",0,"R",0,"R",0,"R",0,"R",25797852,"R",4694106,"R",0,"R",17054485,"R",0,"R",0,"R",0,"R",21748591
134121,"R",1449163,"R",492462,"R",956701,"R",1449163,"R",4107035,"R",4087240,"R",-9049,"R",10746,"R",0,"R",1238388,"R",-292433,"R",956701,"R",1208412,"R",55390,"R",21209,"R",86558,"R",1371569,"R",0,"R",0,"R",3913535,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",193500,"R",4107035,"R",947811,"R",0,"R",1422011,"R",0,"R",0,"R",1717418,"R",4087240
134149,"R",105615745,"R",1626934,"R",103988811,"R",105615745,"R",24200365,"R",15551265,"R",0,"R",8649100,"R",-1,"R",95339712,"R",0,"R",103988811,"R",5396619,"R",149700,"R",162895,"R",0,"R",5709214,"R",0,"R",0,"R",24200365,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24200365,"R",8705562,"R",0,"R",6845703,"R",0,"R",0,"R",0,"R",15551265
134228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",675172,"Z",0,"Z",0,"Z",0,"R",675172,"Z",0,"Z",0,"R",54635,"R",54635,"Z",0,"Z",0,"Z",0,"R",75126,"A",,"R",0,"R",184396,"R",91256,"Z",0,"R",34741,"A",,"Z",0,"R",0,"R",125997
